Instance,Income
112214,182113.9009
112215,37421.29203
112216,106693.1783
112217,37254.99552
112218,41127.5864
112219,448204.8024
112220,19235.59171
112221,7459.62516
112222,31201.82604
112223,50654.89696
112224,144426.4662
112225,14387.00618
112226,47293.8317
112227,52843.24673
112228,94882.95699
112229,58573.22512
112230,209803.953
112231,17315.0904
112232,145884.7989
112233,25390.22376
112234,44415.05326
112235,26908.67474
112236,90300.19538
112237,351408.4872
112238,39624.27299
112239,10984.63854
112240,13299.14899
112241,19106.5591
112242,47749.80867
112243,61140.74927
112244,165567.9299
112245,87474.79777
112246,47392.90849
112247,439373.4445
112248,103273.6941
112249,13597.77173
112250,55825.11598
112251,52321.01833
112252,54717.67283
112253,38807.30001
112254,265837.0562
112255,36506.81242
112256,34472.70881
112257,34208.98253
112258,503364.0848
112259,195327.9275
112260,103229.8304
112261,377956.9973
112262,86960.72095
112263,32028.7227
112264,84021.63051
112265,8353.627825
112266,37204.61404
112267,73564.57467
112268,37183.43669
112269,404160.5348
112270,26793.62322
112271,76705.56437
112272,76006.30221
112273,157354.0755
112274,3322.002337
112275,166329.5755
112276,241238.1857
112277,68042.09306
112278,30665.55844
112279,22489.58597
112280,126203.2554
112281,74190.75374
112282,204980.1914
112283,105054.9267
112284,72753.58197
112285,66445.78697
112286,38203.39816
112287,34673.92313
112288,81889.99775
112289,324454.5834
112290,196391.6128
112291,50093.72303
112292,534149.332
112293,29443.13273
112294,321819.7815
112295,26511.99146
112296,245760.824
112297,70596.90575
112298,51869.79606
112299,40108.62921
112300,15872.52525
112301,33426.09834
112302,14522.65531
112303,37097.69238
112304,171391.5154
112305,23747.19504
112306,56609.11908
112307,45016.15877
112308,117944.4579
112309,80253.9565
112310,35697.75853
112311,94754.45988
112312,29121.89432
112313,118151.9071
112314,45769.18063
112315,186723.6028
112316,44968.5457
112317,27625.52032
112318,26182.87972
112319,25035.13141
112320,769532.7731
112321,63199.05188
112322,13630.29519
112323,124961.4376
112324,400328.5401
112325,230995.7309
112326,115728.298
112327,177741.1717
112328,114610.3259
112329,104632.3256
112330,336115.4392
112331,343115.179
112332,155174.9547
112333,287913.9565
112334,189314.5857
112335,54364.28133
112336,31560.87026
112337,232713.485
112338,289668.8698
112339,234154.3201
112340,46015.38931
112341,1029177.169
112342,17574.73978
112343,43175.48407
112344,27495.41912
112345,31889.98503
112346,74987.02211
112347,20507.27013
112348,23510.36429
112349,24498.92218
112350,103666.3873
112351,33115.55226
112352,49202.80504
112353,408.7147478
112354,120862.3499
112355,59473.39684
112356,58885.64176
112357,69075.23967
112358,81927.76839
112359,50746.1441
112360,18897.91311
112361,154099.6246
112362,60821.30475
112363,54589.93718
112364,19778.65605
112365,5816.804336
112366,15504.63196
112367,22039.78448
112368,49192.71362
112369,156144.7277
112370,29657.0469
112371,412045.6887
112372,88108.29915
112373,66092.74803
112374,13932.18015
112375,29000.38257
112376,86074.98322
112377,101817.0203
112378,67910.52949
112379,107514.1371
112380,74582.16619
112381,77640.24771
112382,108181.5287
112383,25943.09346
112384,170911.6026
112385,9151.118367
112386,169095.2816
112387,52936.42033
112388,57920.46278
112389,27172.69361
112390,12577.79996
112391,15998.22993
112392,122325.0705
112393,64264.29667
112394,52359.80836
112395,12788.02325
112396,151241.6209
112397,45082.27495
112398,306981.5999
112399,103261.3872
112400,86416.72952
112401,101436.5597
112402,863796.3285
112403,129793.2842
112404,111547.174
112405,61161.44781
112406,26254.48155
112407,19169.52611
112408,17761.37758
112409,62854.39513
112410,22961.93353
112411,124057.4905
112412,112700.0246
112413,27630.11977
112414,68380.05012
112415,126914.9517
112416,67453.7019
112417,100647.961
112418,55188.13505
112419,213285.3164
112420,47860.87228
112421,206944.5282
112422,93325.44959
112423,50620.43821
112424,9244.157536
112425,37816.58998
112426,102309.8801
112427,277589.4276
112428,128769.1199
112429,10953.44174
112430,19535.00473
112431,153021.9326
112432,36177.18864
112433,88874.22976
112434,42024.33436
112435,91016.86254
112436,42550.76571
112437,86955.84735
112438,95467.72081
112439,18729.51968
112440,260053.2892
112441,38400.74053
112442,398428.926
112443,52053.00463
112444,16213.91704
112445,67695.83385
112446,412488.4374
112447,680790.0592
112448,58531.97363
112449,84596.87143
112450,38221.64844
112451,120578.7324
112452,24817.02021
112453,23462.25065
112454,105157.1237
112455,707466.1114
112456,60973.03634
112457,170881.0241
112458,109299.8084
112459,48413.98054
112460,43313.83479
112461,495194.5175
112462,81306.14836
112463,45277.3988
112464,64292.03656
112465,130398.8839
112466,135548.3302
112467,49308.85134
112468,41288.44455
112469,52254.79199
112470,32249.75793
112471,58496.45598
112472,174641.8138
112473,66290.75344
112474,13708.31315
112475,76636.83641
112476,90307.25698
112477,29572.78333
112478,71316.91936
112479,11046.55903
112480,60599.83865
112481,208038.0285
112482,36503.42648
112483,277905.6408
112484,44304.87077
112485,121333.3116
112486,19161.73023
112487,22713.64674
112488,128326.442
112489,46131.41618
112490,356080.5442
112491,70516.79524
112492,41989.14624
112493,360345.368
112494,17780.42183
112495,7367.974731
112496,26557.79243
112497,234383.1189
112498,12126.9629
112499,63658.2262
112500,10997.69532
112501,62836.01802
112502,70330.55523
112503,53673.72288
112504,37907.82546
112505,25222.56398
112506,55181.32336
112507,85741.58319
112508,80069.79632
112509,13298.93595
112510,32509.63815
112511,118763.0899
112512,15718.51988
112513,59520.00272
112514,44755.35178
112515,86203.6228
112516,96691.6941
112517,7729.441289
112518,80702.668
112519,22120.87524
112520,16010.51034
112521,168719.0179
112522,58178.98134
112523,20484.28186
112524,77252.64511
112525,8256.894353
112526,16062.42636
112527,48271.59419
112528,29519.68451
112529,28754.30765
112530,102627.8489
112531,119739.8525
112532,161556.7682
112533,108353.7221
112534,236561.2626
112535,55362.96764
112536,128334.9247
112537,31987.61506
112538,14792.28243
112539,157388.8874
112540,26701.10932
112541,89741.6893
112542,253526.2517
112543,98665.54933
112544,225418.6063
112545,38124.89954
112546,30400.55849
112547,104960.9533
112548,487201.212
112549,82147.0937
112550,93758.46545
112551,9270.05363
112552,125115.2002
112553,45401.43051
112554,84206.60192
112555,25094.91257
112556,80651.01028
112557,39689.87852
112558,110310.0566
112559,29958.72687
112560,26352.27031
112561,172020.2984
112562,24662.35978
112563,135259.6138
112564,373744.0308
112565,138891.8018
112566,35553.18275
112567,45043.3058
112568,15603.38409
112569,101187.8533
112570,40012.77213
112571,161509.8929
112572,161483.6897
112573,25339.18047
112574,72090.91703
112575,72634.71343
112576,69848.49729
112577,359165.8865
112578,381694.1621
112579,100743.4987
112580,145041.9028
112581,38410.15461
112582,16309.79897
112583,10395.74867
112584,238433.8752
112585,23216.33725
112586,25734.89683
112587,126802.9509
112588,62248.55059
112589,212638.3472
112590,8011.165158
112591,152350.4256
112592,29719.19783
112593,19307.23429
112594,31843.99696
112595,26130.5332
112596,76756.74227
112597,55490.97127
112598,51015.68096
112599,7189.301048
112600,26171.31006
112601,144990.6741
112602,26362.33165
112603,71191.36003
112604,167071.3869
112605,22918.89799
112606,53564.98477
112607,39053.83649
112608,96610.76661
112609,152297.5003
112610,63631.76976
112611,196149.4918
112612,151499.4539
112613,82385.90269
112614,187157.7004
112615,60839.28595
112616,85673.78087
112617,74966.2616
112618,376575.493
112619,41752.30932
112620,27955.50004
112621,32096.51455
112622,100449.8253
112623,83780.84105
112624,43430.9287
112625,52938.40491
112626,104355.2401
112627,31452.72951
112628,70420.66981
112629,54190.61874
112630,48460.94546
112631,62192.62574
112632,183697.2418
112633,130639.7322
112634,53599.59425
112635,60808.55358
112636,82567.54341
112637,190889.0494
112638,18598.50589
112639,54923.89013
112640,34392.13376
112641,27725.58315
112642,219644.0667
112643,35013.38096
112644,97878.54809
112645,58043.29688
112646,7180.554149
112647,30417.64005
112648,56553.50205
112649,27766.67693
112650,13010.30034
112651,42388.9928
112652,15937.01574
112653,37263.04807
112654,62694.05157
112655,33178.81333
112656,17674.29867
112657,269643.5691
112658,569615.992
112659,120611.9335
112660,51826.10644
112661,186992.2523
112662,119919.1819
112663,87373.52817
112664,253561.361
112665,501946.4958
112666,121884.7204
112667,23437.61895
112668,35132.87222
112669,111014.153
112670,10748.50377
112671,235689.3031
112672,105571.1721
112673,82616.12929
112674,22960.47896
112675,37747.73477
112676,38885.44021
112677,43469.52806
112678,11921.52364
112679,99568.25527
112680,110795.6084
112681,23142.61079
112682,100113.3256
112683,7538.787636
112684,247845.2219
112685,42605.91865
112686,31076.13358
112687,22790.83411
112688,24360.62719
112689,124276.6346
112690,31609.74955
112691,54742.38039
112692,32059.24552
112693,120457.1791
112694,35322.49519
112695,153316.5288
112696,175675.2328
112697,104601.9395
112698,80981.25409
112699,431901.1414
112700,200833.6196
112701,372569.521
112702,125938.3929
112703,33974.56721
112704,40373.42147
112705,224270.2311
112706,76509.17019
112707,37417.08394
112708,125887.0081
112709,142613.1288
112710,69211.76932
112711,89282.14652
112712,8429.988568
112713,49051.57189
112714,117048.4757
112715,118792.3295
112716,35333.58802
112717,15498.21757
112718,78572.05229
112719,36233.92803
112720,26852.00832
112721,34433.98919
112722,43571.24297
112723,27183.89971
112724,67528.84561
112725,59640.74836
112726,7527.868731
112727,76701.8824
112728,146156.0137
112729,53981.64539
112730,31218.41023
112731,54708.57344
112732,17586.18855
112733,62422.09594
112734,262204.5122
112735,15850.84217
112736,64857.40299
112737,58664.35764
112738,386569.136
112739,32655.92664
112740,64479.07387
112741,7901.281834
112742,14291.61903
112743,34210.6138
112744,106799.8449
112745,177112.9445
112746,39021.30998
112747,84357.64563
112748,379746.171
112749,53124.31011
112750,4827.316853
112751,280283.8223
112752,43619.29827
112753,20508.57616
112754,77179.63645
112755,36038.78519
112756,54440.67553
112757,88999.56286
112758,18164.59629
112759,7215.748941
112760,53431.13101
112761,85718.92951
112762,303266.9888
112763,28798.00833
112764,127309.9452
112765,79667.58462
112766,68668.95393
112767,806188.475
112768,15958.77977
112769,89068.10049
112770,39038.94515
112771,59513.47033
112772,14576.50083
112773,105426.8232
112774,18147.01236
112775,60671.46956
112776,30258.55648
112777,27205.94393
112778,638072.3223
112779,163064.9056
112780,177450.2482
112781,94207.69537
112782,35088.87163
112783,42771.34662
112784,37205.28952
112785,15242.07602
112786,61922.19901
112787,35967.25334
112788,38513.2176
112789,83805.40735
112790,152318.238
112791,141931.4249
112792,7958.300962
112793,65780.57459
112794,619766.4473
112795,29638.06026
112796,34544.75263
112797,54747.20745
112798,82493.22192
112799,106193.5087
112800,39292.16481
112801,10256.88073
112802,172408.0647
112803,480679.8269
112804,22666.15497
112805,90690.12617
112806,23303.68274
112807,22100.45388
112808,256469.5436
112809,39301.46538
112810,178744.9935
112811,171068.8916
112812,76013.96362
112813,178547.1202
112814,54604.03107
112815,47580.96048
112816,34432.14723
112817,62394.25495
112818,52224.08376
112819,69723.27402
112820,333264.2254
112821,25432.71187
112822,40561.96683
112823,44068.64728
112824,32557.59729
112825,61149.2753
112826,69694.87488
112827,38930.50988
112828,85465.53086
112829,23250.011
112830,77011.02182
112831,80245.34041
112832,63604.0113
112833,124246.0667
112834,45064.90422
112835,127365.7414
112836,35684.86709
112837,142765.7248
112838,450214.6643
112839,53640.44153
112840,131915.637
112841,59934.16089
112842,181605.8529
112843,43372.54484
112844,27241.16544
112845,62755.62127
112846,267183.1038
112847,57041.73057
112848,179161.6289
112849,136657.1976
112850,167790.9425
112851,238720.5425
112852,22956.39971
112853,302400.1252
112854,43261.71114
112855,360258.6399
112856,50197.0448
112857,25742.77411
112858,46642.61007
112859,149605.1142
112860,43862.03169
112861,209387.0914
112862,10793.05535
112863,77595.4087
112864,160367.5898
112865,5969.947982
112866,244844.9312
112867,10178.22086
112868,29640.64001
112869,81359.0115
112870,84528.94863
112871,113412.0947
112872,31873.27323
112873,159642.5127
112874,91193.8967
112875,73887.29783
112876,223849.0589
112877,53310.32479
112878,404957.7369
112879,292419.2038
112880,56000.77631
112881,45846.50313
112882,580807.2334
112883,32802.44387
112884,23098.46194
112885,43441.93825
112886,82414.55723
112887,22432.57405
112888,90791.23095
112889,86628.49877
112890,165742.9505
112891,116108.7649
112892,60231.29348
112893,36815.9262
112894,286214.2523
112895,21237.13734
112896,1974.917778
112897,40847.62201
112898,157789.1219
112899,24904.24898
112900,52716.51434
112901,63222.96189
112902,28904.87456
112903,176407.6594
112904,224660.1179
112905,54688.79186
112906,50207.46862
112907,4655.460383
112908,7227.457815
112909,460426.3822
112910,119379.8622
112911,58235.19381
112912,26362.2295
112913,80888.77334
112914,13930.25521
112915,210066.2588
112916,281003.8429
112917,82667.5676
112918,79824.94929
112919,47140.28267
112920,33437.00279
112921,22758.9957
112922,129937.7816
112923,94937.27198
112924,64234.06012
112925,216818.7847
112926,7348.265468
112927,9397.688885
112928,30178.07432
112929,80209.45937
112930,596551.5219
112931,64937.00525
112932,153040.6937
112933,15950.93811
112934,60015.7561
112935,61117.04368
112936,145280.6596
112937,473348.8922
112938,59415.95594
112939,23314.94574
112940,46383.25123
112941,505903.4827
112942,25954.91115
112943,294525.1402
112944,46033.12874
112945,132227.6417
112946,51452.03232
112947,31022.22312
112948,44734.18872
112949,46579.66291
112950,160938.8718
112951,50783.09081
112952,21937.86447
112953,39001.14711
112954,66820.5125
112955,21598.56217
112956,23659.36691
112957,9630.54297
112958,688122.8054
112959,122251.471
112960,46311.74528
112961,347404.7531
112962,69193.43534
112963,105419.1408
112964,33732.49127
112965,36965.83084
112966,549385.2906
112967,39232.76944
112968,17433.22093
112969,54934.05694
112970,21233.20605
112971,65781.16985
112972,207701.2782
112973,48885.44452
112974,66355.30775
112975,45600.7326
112976,30562.546
112977,14242.06991
112978,95489.49593
112979,266773.0667
112980,661141.7926
112981,59849.83435
112982,39812.60228
112983,107513.6009
112984,25001.32981
112985,15888.02072
112986,29220.66039
112987,38660.81695
112988,29965.85146
112989,66846.73758
112990,71974.72306
112991,30480.14244
112992,10474.94327
112993,96632.48366
112994,5875.488767
112995,169405.0057
112996,26346.63134
112997,366635.9815
112998,45026.25861
112999,55620.57747
113000,20409.71408
113001,36460.21442
113002,20938.57944
113003,75905.88031
113004,93778.27913
113005,17312.2212
113006,44956.2617
113007,24532.97443
113008,17981.46923
113009,26433.50909
113010,31454.71757
113011,31022.95427
113012,18174.62896
113013,60957.13796
113014,89486.17845
113015,140163.5848
113016,430813.0784
113017,89465.43147
113018,46549.74758
113019,135373.0276
113020,44778.4994
113021,39534.46952
113022,51822.48278
113023,34877.05052
113024,67629.28568
113025,14311.82575
113026,8084.529555
113027,40567.43077
113028,27562.00171
113029,175706.7461
113030,111902.7265
113031,51594.65236
113032,9215.757844
113033,116488.8581
113034,35090.7205
113035,31244.23987
113036,171696.8405
113037,77298.69222
113038,79788.18101
113039,66733.81489
113040,34414.33139
113041,16375.49988
113042,232301.7855
113043,28740.9607
113044,333429.3526
113045,911119.7996
113046,44930.31906
113047,18889.02814
113048,27025.97427
113049,132331.1223
113050,124808.5526
113051,175802.8403
113052,10968.77188
113053,77963.06222
113054,37934.73437
113055,42603.53988
113056,72347.06922
113057,25602.79488
113058,19562.22003
113059,62902.03175
113060,55662.77574
113061,49102.9482
113062,57142.95729
113063,204397.709
113064,98294.19773
113065,49737.41871
113066,10673.29555
113067,74567.98978
113068,89227.51041
113069,13983.21443
113070,93954.52254
113071,169774.6615
113072,32783.56089
113073,263607.9432
113074,185716.0983
113075,32063.01652
113076,104320.179
113077,42932.32459
113078,50574.20404
113079,53138.96231
113080,62108.72125
113081,191217.3448
113082,31522.29361
113083,56255.7642
113084,68187.88254
113085,21607.17229
113086,223944.2119
113087,685521.2719
113088,35236.74127
113089,237983.4589
113090,17179.89925
113091,52756.16557
113092,80072.40941
113093,48809.46636
113094,134785.6618
113095,164927.0955
113096,30822.98976
113097,28091.83117
113098,219417.2699
113099,11039.70805
113100,39655.07009
113101,288619.6193
113102,292235.6523
113103,48171.00612
113104,25423.37369
113105,11759.69468
113106,129691.3832
113107,98131.63927
113108,130437.7885
113109,22116.30159
113110,59091.74142
113111,110863.5881
113112,90008.02312
113113,143660.125
113114,32729.13378
113115,76106.02532
113116,75035.37301
113117,208713.6208
113118,5997.719281
113119,180016.3432
113120,67311.1417
113121,51285.64636
113122,129336.6735
113123,387365.9396
113124,23301.65986
113125,136614.1842
113126,102752.4164
113127,71622.42761
113128,18147.90551
113129,174299.0014
113130,118050.0295
113131,49404.64701
113132,100058.6805
113133,71386.2768
113134,359107.1424
113135,86697.48559
113136,106129.8136
113137,23712.58507
113138,78450.38218
113139,105045.9049
113140,174504.123
113141,69587.15775
113142,15791.29454
113143,54594.04111
113144,204605.9807
113145,76366.07731
113146,56630.14077
113147,24647.89281
113148,202673.7838
113149,54877.69448
113150,33209.70738
113151,33990.894
113152,42033.76533
113153,198318.9411
113154,97390.57323
113155,47986.76941
113156,771324.6648
113157,183118.8388
113158,38509.50939
113159,216570.7091
113160,20165.16401
113161,164253.2714
113162,92928.33427
113163,25797.74149
113164,48392.75577
113165,290657.7968
113166,22727.22381
113167,150765.0544
113168,47263.65008
113169,44913.58732
113170,181791.3586
113171,62093.91344
113172,152598.7293
113173,23367.0164
113174,105789.6647
113175,47870.90489
113176,82035.72742
113177,108812.4144
113178,36584.25266
113179,12191.72339
113180,22367.54038
113181,46847.18903
113182,24247.30706
113183,25290.03387
113184,45407.48473
113185,86974.99929
113186,135655.0966
113187,185810.836
113188,29108.5194
113189,148026.574
113190,24884.34917
113191,15088.51888
113192,26894.07702
113193,105008.9093
113194,51899.98301
113195,216580.4462
113196,34054.77543
113197,751244.9834
113198,83515.76846
113199,53693.24904
113200,24926.5953
113201,34453.8887
113202,14952.89354
113203,23889.01482
113204,127264.1958
113205,594485.6486
113206,87633.57692
113207,26659.60314
113208,235715.2612
113209,130274.379
113210,109316.9585
113211,25450.03953
113212,87360.10815
113213,64327.14793
113214,39258.97028
113215,84723.17579
113216,74476.57224
113217,16945.60828
113218,45880.34413
113219,11134.88417
113220,160691.1627
113221,16151.29276
113222,17204.82342
113223,133456.0032
113224,29008.91463
113225,82719.93837
113226,32307.83918
113227,59229.98838
113228,37633.03967
113229,8193.35682
113230,34131.28776
113231,23438.02675
113232,258534.5012
113233,57130.23214
113234,39606.4093
113235,196344.7114
113236,58531.40885
113237,217390.8906
113238,82757.3648
113239,27736.14342
113240,82764.1359
113241,94034.09349
113242,112676.3271
113243,71038.5241
113244,35804.88331
113245,78908.42212
113246,74015.60972
113247,60832.08148
113248,79568.42941
113249,92412.92796
113250,332576.5834
113251,74393.46788
113252,39821.60027
113253,14838.29561
113254,61101.48341
113255,200896.2208
113256,30289.02599
113257,108635.6433
113258,34255.28327
113259,27980.12674
113260,137594.0702
113261,19300.85449
113262,91745.33646
113263,519591.288
113264,7350.59805
113265,54443.92175
113266,141962.452
113267,81911.41573
113268,230852.6584
113269,29554.74489
113270,47561.34128
113271,219929.7694
113272,29812.31764
113273,64061.31023
113274,174767.1173
113275,26936.83405
113276,68570.96203
113277,5291.162193
113278,414239.2658
113279,73489.39261
113280,78446.9356
113281,170446.6046
113282,43163.84414
113283,62270.89804
113284,424505.2515
113285,26955.41126
113286,50368.24919
113287,131878.124
113288,67651.89946
113289,77292.77397
113290,35859.7009
113291,36076.67788
113292,350400.1391
113293,7437.840384
113294,28386.24548
113295,378692.1925
113296,27427.02779
113297,28665.53179
113298,49108.43465
113299,46620.62341
113300,52469.14409
113301,25782.8574
113302,129615.4383
113303,64582.71639
113304,193919.2537
113305,49402.16861
113306,23037.23575
113307,156821.619
113308,36492.45712
113309,68663.97551
113310,12622.01372
113311,65967.70064
113312,33631.05613
113313,136790.8239
113314,29177.39828
113315,112742.3427
113316,48701.42109
113317,75352.27535
113318,27332.27699
113319,25258.31185
113320,77987.91039
113321,27669.79344
113322,39950.00621
113323,48980.49698
113324,7251.27811
113325,8914.198774
113326,29264.06519
113327,54742.30263
113328,17440.29452
113329,287837.6376
113330,171310.5223
113331,10969.6873
113332,49747.92339
113333,236443.2135
113334,28970.41244
113335,7508.083881
113336,132012.0404
113337,8937.064446
113338,82295.00289
113339,26924.53168
113340,56445.20328
113341,126957.6875
113342,77019.36696
113343,19482.82103
113344,12867.68261
113345,12472.53634
113346,59911.30506
113347,84551.17252
113348,111076.767
113349,42137.30144
113350,32437.21409
113351,167238.478
113352,37200.2754
113353,98984.77626
113354,32760.52244
113355,220424.9268
113356,92715.53674
113357,9268.918359
113358,131517.8674
113359,5329.351354
113360,165435.5953
113361,174008.7142
113362,173753.5256
113363,64298.69415
113364,63957.74682
113365,73643.0348
113366,27713.70075
113367,69396.02287
113368,27947.10536
113369,106104.8196
113370,30443.74624
113371,141300.6726
113372,36944.07497
113373,126638.9201
113374,309906.0021
113375,138750.6415
113376,80535.9784
113377,28159.78493
113378,137533.6086
113379,168556.6542
113380,33710.4686
113381,129265.9244
113382,259071.7246
113383,28568.40626
113384,177628.6193
113385,211353.892
113386,40143.21714
113387,135660.751
113388,96214.25406
113389,23443.71688
113390,126275.6076
113391,68770.3375
113392,18388.06911
113393,62948.16289
113394,21298.50242
113395,55214.69561
113396,13790.22912
113397,27718.95426
113398,28071.51581
113399,52977.04679
113400,331915.1125
113401,26210.17059
113402,360013.3074
113403,223684.4103
113404,23306.18375
113405,52720.15997
113406,25562.34644
113407,167002.5658
113408,135273.4403
113409,79464.45959
113410,8267.16249
113411,44133.88675
113412,63561.99948
113413,525597.9377
113414,45974.39665
113415,17400.37354
113416,79728.50113
113417,834577.0336
113418,298528.98
113419,33345.39273
113420,32061.1827
113421,27610.15851
113422,137118.4848
113423,56365.22025
113424,51989.87806
113425,51203.29321
113426,113090.4769
113427,130349.0669
113428,197313.0953
113429,164144.7259
113430,205389.1101
113431,115955.1185
113432,42602.44972
113433,49411.66319
113434,11051.33543
113435,24446.33139
113436,92977.53177
113437,29324.09993
113438,34025.18313
113439,104467.0155
113440,125680.0945
113441,20267.8083
113442,207731.2574
113443,189358.7566
113444,124661.9214
113445,57913.244
113446,19908.40041
113447,32468.66331
113448,32384.27975
113449,122393.7596
113450,139079.6842
113451,42016.80256
113452,106993.6737
113453,169133.0776
113454,272764.8644
113455,46093.57032
113456,35790.13642
113457,41886.67998
113458,97045.66272
113459,40910.35036
113460,35371.62828
113461,6226.339979
113462,38108.3963
113463,15602.77815
113464,88382.23505
113465,4295.393783
113466,21108.54419
113467,31492.40498
113468,126391.5081
113469,31665.55813
113470,42606.45136
113471,28581.42244
113472,848707.8122
113473,207736.1862
113474,50634.59461
113475,49095.14237
113476,47396.31977
113477,123109.2113
113478,352137.4812
113479,148460.5742
113480,161231.3305
113481,332422.5343
113482,50796.90718
113483,20075.82664
113484,74026.58156
113485,78723.44258
113486,14106.74212
113487,92279.55603
113488,17210.49891
113489,105755.8869
113490,102142.4395
113491,224006.8295
113492,29971.77393
113493,114861.5608
113494,33822.45515
113495,125041.1399
113496,47297.64778
113497,129784.5684
113498,43985.90391
113499,36857.27553
113500,75151.596
113501,39443.52723
113502,221858.2849
113503,38728.48563
113504,246637.2381
113505,10505.90422
113506,6189.398984
113507,148440.3625
113508,189762.3404
113509,27193.58217
113510,213870.6366
113511,129929.9637
113512,38806.0431
113513,37401.86547
113514,75948.39902
113515,23468.50785
113516,433590.9979
113517,6413.138895
113518,65976.54081
113519,161222.4839
113520,247849.9187
113521,194081.0039
113522,33626.53181
113523,48741.54328
113524,85898.25397
113525,75236.32149
113526,32740.94497
113527,126160.6789
113528,54849.34923
113529,53958.29664
113530,58323.85989
113531,127801.2117
113532,41427.44414
113533,171023.1583
113534,358813.8478
113535,72584.00076
113536,30411.99196
113537,95036.67711
113538,85214.44751
113539,33244.23927
113540,79345.00667
113541,31438.65591
113542,350707.7578
113543,7539.130028
113544,68602.24593
113545,129521.9027
113546,132582.4257
113547,31479.48517
113548,14704.61916
113549,40377.00723
113550,40333.04289
113551,30315.86063
113552,64259.27684
